Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.15,0.357,0.129
birch,Recall,0.0,1.0,0.0,0.15,0.357,0.129
birch,F-Score,0.0,1.0,0.0,0.15,0.357,0.129
iforest,Precision,0.0,1.0,0.0,0.1,0.3,0.091
iforest,Recall,0.0,1.0,0.0,0.1,0.3,0.091
iforest,F-Score,0.0,1.0,0.0,0.1,0.3,0.091
knn,Precision,0.0,1.0,0.0,0.088,0.283,0.081
knn,Recall,0.0,1.0,0.0,0.088,0.283,0.081
knn,F-Score,0.0,1.0,0.0,0.088,0.283,0.081
lstm,Precision,0.0,1.0,0.0,0.038,0.19,0.037
lstm,Recall,0.0,1.0,0.0,0.038,0.19,0.037
lstm,F-Score,0.0,1.0,0.0,0.038,0.19,0.037
svm,Precision,0.0,1.0,0.0,0.038,0.19,0.037
svm,Recall,0.0,1.0,0.0,0.038,0.19,0.037
svm,F-Score,0.0,1.0,0.0,0.038,0.19,0.037
