Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.238,0.416,0.175
birch,Recall,0.0,1.0,0.0,0.25,0.433,0.19
birch,F-Score,0.0,1.0,0.0,0.242,0.422,0.18
iforest,Precision,0.0,1.0,0.0,0.15,0.345,0.121
iforest,Recall,0.0,1.0,0.0,0.162,0.369,0.138
iforest,F-Score,0.0,1.0,0.0,0.155,0.354,0.127
knn,Precision,0.0,1.0,0.0,0.238,0.416,0.175
knn,Recall,0.0,1.0,0.0,0.25,0.433,0.19
knn,F-Score,0.0,1.0,0.0,0.242,0.422,0.18
lstm,Precision,0.0,1.0,0.0,0.113,0.303,0.093
lstm,Recall,0.0,1.0,0.0,0.125,0.331,0.111
lstm,F-Score,0.0,1.0,0.0,0.118,0.313,0.099
svm,Precision,0.0,1.0,0.0,0.113,0.303,0.093
svm,Recall,0.0,1.0,0.0,0.125,0.331,0.111
svm,F-Score,0.0,1.0,0.0,0.118,0.313,0.099
