Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.238,0.426,0.183
birch,Recall,0.0,1.0,0.0,0.238,0.426,0.183
birch,F-Score,0.0,1.0,0.0,0.238,0.426,0.183
iforest,Precision,0.0,1.0,0.0,0.162,0.369,0.138
iforest,Recall,0.0,1.0,0.0,0.162,0.369,0.138
iforest,F-Score,0.0,1.0,0.0,0.162,0.369,0.138
knn,Precision,0.0,1.0,0.0,0.238,0.426,0.183
knn,Recall,0.0,1.0,0.0,0.238,0.426,0.183
knn,F-Score,0.0,1.0,0.0,0.238,0.426,0.183
lstm,Precision,0.0,1.0,0.0,0.112,0.316,0.101
lstm,Recall,0.0,1.0,0.0,0.112,0.316,0.101
lstm,F-Score,0.0,1.0,0.0,0.112,0.316,0.101
svm,Precision,0.0,1.0,0.0,0.112,0.316,0.101
svm,Recall,0.0,1.0,0.0,0.112,0.316,0.101
svm,F-Score,0.0,1.0,0.0,0.112,0.316,0.101
